CMPD_CHEMBLID,exp,smiles,MolecularWeight,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings
CHEMBL51,2.9,Fc1ccc(cc1)C(=O)C2CCN(CCN3C(=O)Nc4ccccc4C3=O)CC2,395.43400000000014,2.423800000000001,75.17,1.0,5.0,5.0,3.0
CHEMBL1796296,2.48,OC1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncc5)cc3,453.54200000000014,3.6121000000000025,74.69,2.0,5.0,5.0,3.0
CHEMBL2163349,1.5,CS(=O)(=O)c1ccc2c3CN(CCc3[nH]c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,468.57900000000035,2.4348800000000006,123.13,2.0,5.0,4.0,2.0
CHEMBL2335911,3.45,C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(c(C)cc3n2)c4ccncc4)cc1,397.4820000000001,4.940920000000004,79.8,2.0,5.0,5.0,4.0
CHEMBL2179272,0.22,CC[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,497.97900000000016,4.777120000000004,104.63000000000001,2.0,6.0,7.0,3.0
CHEMBL186422,1.32,O=C1Nc2ccccc2C=C1,145.16099999999997,1.5281,32.86,1.0,1.0,0.0,2.0
CHEMBL452274,0.97,CN(CCO)Cc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,348.42800000000005,1.4286999999999996,121.67999999999999,4.0,5.0,7.0,2.0
CHEMBL1700458,1.17,COc1ccc(C=C2SC(=O)NC2=O)cc1OC,265.28999999999996,2.0277,64.63,1.0,5.0,3.0,1.0
CHEMBL2158828,2.0,OC(=O)COc1ccccc1N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,493.43100000000027,5.216600000000006,62.24000000000001,1.0,5.0,8.0,2.0
CHEMBL1978713,3.85,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,341.4360000000001,3.4339400000000015,77.24,2.0,5.0,4.0,3.0
CHEMBL424378,1.9,CCCc1c(O)c(ccc1OCc2cccc(NC(=O)c3ccccc3C(=O)O)c2)C(=O)C,447.4870000000002,5.076800000000004,112.93,3.0,5.0,9.0,3.0
CHEMBL2207672,2.83,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)c4cc(ccc34)S(=O)(=O)C)CC2)c1Cl,582.5060000000001,3.1809200000000013,128.79999999999998,3.0,7.0,8.0,3.0
CHEMBL1576727,2.92,COc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)cc3,341.38199999999995,3.5694000000000026,46.61,0.0,3.0,4.0,2.0
CHEMBL2177390,1.3,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3[C@H](O)C[C@@H](C)c23)c4ccc(Cl)cc4,458.0060000000002,3.1010000000000018,81.59,2.0,6.0,6.0,2.0
CHEMBL2179666,-0.51,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)C(=O)NC1=O,514.3760000000002,3.935120000000002,104.63,2.0,6.0,6.0,3.0
CHEMBL22033,1.8,COc1cc(ccc1Cn2ncc3ccc(NC(=O)OC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5,548.6210000000004,4.703000000000003,128.61999999999998,2.0,8.0,8.0,4.0
CHEMBL2207285,3.67,O[C@H](CNC(=O)C1=CNC(=O)c2cc(ccc12)S(=O)(=O)NC3CC3)CN4CCC(CC4)Oc5ccc(Cl)c(Cl)c5,609.5320000000003,2.909700000000001,140.82999999999998,4.0,7.0,10.0,3.0
CHEMBL2031227,2.73,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5ccc(cc5)C#N)ccc4C,478.5560000000002,3.5699000000000023,94.25999999999999,1.0,7.0,4.0,4.0
CHEMBL2164685,3.2,Fc1cccc2[nH]c3CCN(Cc3c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,408.47700000000026,3.1704800000000013,88.99000000000001,2.0,3.0,3.0,2.0
CHEMBL1624529,0.3,NC1C2CN(CC12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F,416.3590000000001,1.8945,101.45000000000002,2.0,6.0,3.0,3.0
CHEMBL1399152,2.58,[O-][N+](=O)c1ccc2c(c1)nc3CCCCCn23,231.2549999999999,2.6708999999999996,60.96,0.0,4.0,1.0,2.0
CHEMBL1824030,0.52,Oc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,453.49900000000014,1.0976999999999992,116.26,3.0,8.0,6.0,2.0
CHEMBL2177608,1.11,CC1(CC1)c2c(cnn2c3ccc(cc3)C(=O)O)C(=O)NC4C5CC6CC(CC4C6)C5,419.52500000000026,4.1765000000000025,84.22,2.0,4.0,5.0,2.0
CHEMBL250516,2.46,COc1ccc2c(C)cc(N[C@H]3CCC[C@@H](C3)NCc4ccsc4)nc2c1,381.5450000000001,5.126220000000004,46.18,2.0,5.0,6.0,3.0
CHEMBL2321993,0.12,OCC[C@@]1(CCCNC1)c2oc3ccccc3c2,245.322,2.436400000000001,45.4,2.0,3.0,3.0,2.0
CHEMBL44227,3.65,Oc1ccc(cc1)c2nc3ccc(O)cc3s2,243.287,3.3745000000000003,53.35000000000001,2.0,4.0,1.0,3.0
CHEMBL1682967,2.75,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2cc(CN(C)C)ccc12)c3ccccc3)c4ccccc4,485.65300000000013,5.581900000000005,68.28999999999999,1.0,4.0,8.0,4.0
CHEMBL1645501,1.41,CC(=O)c1ccc2NC(=CC(=O)c2c1)c3cccnc3,264.284,2.792700000000001,62.82,1.0,3.0,2.0,3.0
CHEMBL2171024,1.23,OC(=O)c1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,477.38800000000026,4.839600000000005,70.08,1.0,4.0,5.0,2.0
CHEMBL1917426,1.84,Cc1c(Sc2ccc(Cl)cc2)c3cc(F)ccc3n1CC(=O)O,349.8140000000001,4.978020000000002,42.230000000000004,1.0,3.0,4.0,3.0
CHEMBL250124,3.61,COc1ccc2c(C)cc(N[C@H]3CCC[C@@H](C3)NCc4cccc(OC(F)(F)F)c4)nc2c1,459.5120000000001,5.963320000000006,55.41,2.0,5.0,7.0,3.0
CHEMBL1198335,3.9,COc1cccc(Nc2nc(NCC3CCCO3)c4ccccc4n2)c1,350.422,3.9729000000000028,68.3,2.0,6.0,6.0,3.0
CHEMBL1683033,1.99,CCOc1cc2nnc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1N4CCN(C)CC4,458.92500000000035,3.415300000000002,96.61,2.0,7.0,6.0,3.0
CHEMBL2325991,1.8,COc1ccc(cc1OC)C(C)NC(=O)C2(N)CCN(CC2)c3ncnc4[nH]ccc34,424.50500000000017,2.1502,118.38999999999999,3.0,7.0,6.0,3.0
CHEMBL454616,2.8,CN(c1cccc(c1)C(=O)Nc2ccc(C)c(NC(=O)c3ccc4ncccc4c3)c2)S(=O)(=O)C,488.5690000000002,4.443620000000003,108.47,2.0,5.0,6.0,4.0
CHEMBL2326523,2.88,CC(C)[C@H](N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3cc(Cl)ccc3C(=O)N2Cc4ccccc4,517.0730000000002,5.5949200000000054,81.22,1.0,5.0,9.0,4.0
CHEMBL226906,1.15,Cc1ccsc1CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3,373.8210000000001,2.60292,87.72,2.0,5.0,2.0,4.0
CHEMBL2346974,3.2,CC(=O)N1CCN(CCOc2ccc(cc2)C3CCN(CC3)c4ccc5nnc(n5n4)C(F)(F)F)CC1,517.5560000000003,3.070000000000001,79.10000000000001,0.0,8.0,6.0,3.0
CHEMBL1212988,2.53,Cc1cc(C)c2c(N)c(sc2n1)C(=O)NC3CC3,261.35,2.3875400000000004,68.00999999999999,2.0,4.0,2.0,2.0
CHEMBL393714,2.61,CN1C(=O)c2c(onc2c3ccccc3)C=C1c4ccncc4,303.321,3.2555000000000014,60.92,0.0,5.0,2.0,4.0
CHEMBL404108,1.02,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,293.725,4.158220000000002,49.33,2.0,2.0,4.0,2.0
CHEMBL51781,2.72,COC(=O)CCC(=O)Nc1ccc2C(=O)C(=O)c3ccccc3c2c1,337.3310000000001,2.6243000000000007,89.53999999999999,1.0,5.0,4.0,2.0
CHEMBL1287891,0.77,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccncc4,353.451,2.6211,92.93,3.0,6.0,4.0,3.0
CHEMBL1779045,2.24,Cc1cccc(c1)N(Cc2cc(F)c(F)cc2F)C(=O)O[C@H]3CN4CCC3CC4,404.43200000000024,4.649720000000005,32.78,0.0,3.0,4.0,2.0
CHEMBL1887445,3.2,CCCC(=O)N1CCN(CC1)c2nnc(c3ccccc3)c4ccccc24,360.46100000000007,3.7455000000000025,49.330000000000005,0.0,4.0,4.0,3.0
CHEMBL514201,3.6,C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c3cc4c(cn(C)c4cc3Cl)C(=O)C(=O)N(C)C,513.0130000000003,3.9767000000000037,65.86,0.0,5.0,5.0,3.0
CHEMBL1824041,0.23,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(cc45)C#N)CC3)nc2N1,462.5100000000002,1.2637800000000001,119.82000000000001,2.0,8.0,6.0,2.0
CHEMBL259515,1.13,CN1SC(=NC1=O)NC(=O)c2ccccc2,235.26800000000003,1.0940999999999999,63.99,1.0,5.0,2.0,2.0
CHEMBL1922267,2.87,C[C@H]1[C@@H]2CN(CCN3CCOCC3)CC[C@H]2Cc4[nH]c5ccc(cc5c14)C(F)(F)F,421.507,4.116600000000003,31.5,1.0,3.0,3.0,2.0
CHEMBL500,-0.12,CC(C)NCC(O)COc1cccc2[nH]ccc12,248.32600000000002,1.9055999999999995,57.279999999999994,3.0,3.0,6.0,2.0
CHEMBL1650725,1.75,C[C@H](Nc1ncc(C)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,328.355,2.6623400000000004,104.3,3.0,7.0,5.0,3.0
CHEMBL2335883,1.4,CN(C)CCNCc1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,398.5140000000001,4.0866000000000025,65.97,2.0,6.0,8.0,4.0
CHEMBL91863,2.85,Cc1ccccc1Nc2ncnc3ccccc23,235.29000000000002,3.681820000000002,37.81,1.0,3.0,2.0,3.0
CHEMBL593300,3.11,Cn1c(CN2CCN(CC2)c3ccccc3)nc4ccccc14,306.41300000000007,2.895500000000001,24.3,0.0,4.0,3.0,3.0
CHEMBL205465,4.07,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CCCCC4,507.57800000000026,4.653400000000005,64.31,0.0,6.0,5.0,3.0
CHEMBL472618,2.59,Nc1c(NC2CCCC2)nc(nc1N3CCOCC3)C#N,288.355,1.1215799999999998,100.09,2.0,7.0,3.0,1.0
CHEMBL1454,0.81,C1CN2C[C@@H](N=C2S1)c3ccccc3,204.298,2.1460999999999997,15.6,0.0,3.0,1.0,1.0
CHEMBL1089224,3.76,CCCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1,385.4240000000002,1.6444999999999992,125.12,2.0,8.0,8.0,3.0
CHEMBL2086656,3.9,CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(OCc3ccc(cc3)S(=O)(=O)C)cc2,446.56900000000013,3.726200000000003,76.15,0.0,6.0,5.0,2.0
CHEMBL1809228,4.1,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccc(cn34)N(C)C)N5CCN(CC5)C(=O)C,521.0250000000003,3.9314000000000036,91.13,1.0,9.0,6.0,4.0
CHEMBL2164678,3.0,Fc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,408.47700000000026,3.1704800000000013,88.99000000000001,2.0,3.0,3.0,2.0
CHEMBL391565,1.72,COc1ccc(NC(=O)c2ccnc(N)n2)cc1,244.25400000000002,1.3196999999999997,90.13,2.0,5.0,3.0,2.0
CHEMBL2207654,3.02,O[C@H](CNC(=O)C1=CNC(=O)c2cc(ccc12)S(=O)(=O)N3CCC3)CN4CCC(CC4)Oc5ccc(Cl)c(Cl)c5,609.5320000000004,2.8634000000000004,132.03999999999996,3.0,7.0,9.0,3.0
CHEMBL217354,3.44,CC(C)c1ccccc1Cc2cc(C(=O)Nc3ccc(cc3)S(=O)(=O)c4ccccc4C(C)(C)C)c(O)c(O)c2O,573.7110000000004,6.900200000000008,123.93,4.0,6.0,7.0,4.0
CHEMBL325681,2.41,COc1cccc(c1)c2cc(O)c3cc(NC(=O)C)ccc3n2,308.337,3.5744000000000025,71.45,2.0,4.0,3.0,3.0
CHEMBL2179280,1.68,CCC(CC)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,554.0870000000002,6.193420000000006,104.63000000000001,2.0,6.0,10.0,3.0
CHEMBL1271394,3.21,CN(c1ccnc(Nc2cccc(c2)S(=O)(=O)C)n1)c3cccc4[nH]ncc34,394.4600000000001,3.267900000000002,103.86999999999999,2.0,7.0,5.0,4.0
CHEMBL364069,0.7,O=C(N[C@H]1CN2CCC1CC2)c3ccc(s3)c4ccccn4,313.426,2.6341,45.230000000000004,1.0,4.0,3.0,2.0
CHEMBL569720,1.92,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ncc(F)cn3,353.36500000000007,2.534020000000001,128.09,3.0,8.0,5.0,3.0
CHEMBL495383,3.83,OCCc1cccc(NC(=O)c2cc3cc(Cl)ccc3[nH]2)c1,314.772,3.6084000000000014,65.12,3.0,2.0,4.0,3.0
CHEMBL1779014,3.76,COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccc3)c2,336.36600000000004,3.8263000000000025,51.22,1.0,3.0,5.0,3.0
CHEMBL1951081,2.82,COc1cc(OC)c(cc1NC(=O)CSc2ccncc2)S(=O)(=O)N3C(C)CCc4ccccc34,513.6410000000002,4.359600000000004,97.83,1.0,7.0,8.0,3.0
CHEMBL1538857,2.3,Cc1cc(Nc2ccccc2)n(CCC#N)n1,226.283,2.8488000000000007,53.64,1.0,4.0,4.0,2.0
CHEMBL1289926,3.8,CNC(=O)c1ccccc1Sc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2,386.48,4.639100000000004,70.67,2.0,4.0,5.0,4.0
CHEMBL2094541,1.4,COc1cc(OC)nc(n1)N2N=CC(=C(Cl)C2=O)Cl,303.105,1.3464999999999998,79.13,0.0,7.0,3.0,2.0
CHEMBL420857,2.86,Oc1ccc(CCNCCS(=O)(=O)CCCOCCc2oc3ccccc3c2)c4sc(O)nc14,504.6300000000003,3.6500000000000026,121.89000000000001,3.0,9.0,13.0,4.0
CHEMBL1934420,0.8,C[C@H](NC(=O)c1c(C)nn(C2CCN(C)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,475.65900000000016,3.731840000000002,96.33000000000001,2.0,6.0,6.0,2.0
CHEMBL2035035,1.7,NC1(CCC1)c2ccc(cc2)c3c(ccn4ncnc34)c5ccccc5,340.43000000000006,4.401200000000003,56.21,1.0,4.0,3.0,4.0
CHEMBL128506,1.71,CN1CCN(CC1)C(=O)c2cc3ccccc3n2C,257.337,1.5658999999999996,28.48,0.0,3.0,1.0,2.0
CHEMBL430854,2.6,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccc(Cl)cc3)n2)cc1,413.90900000000005,3.9185000000000016,82.54,3.0,7.0,9.0,3.0
CHEMBL219861,2.14,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5C[C@H](O)CO5,494.5730000000002,2.3049999999999997,106.66000000000001,1.0,9.0,5.0,4.0
CHEMBL1809200,3.5,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(OC)cccn34)N5CCN(CC5)C(=O)C,507.98200000000037,3.874000000000003,97.11999999999998,1.0,9.0,6.0,4.0
CHEMBL2177614,0.59,CCCSc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)N(C)C3CCCCC3,401.53200000000027,4.477300000000003,75.42999999999999,1.0,5.0,7.0,2.0
CHEMBL1312643,1.34,O=S(=O)(Cc1cc(nc(n1)c2ccccn2)N3CCOCC3)c4ccccc4,396.47200000000026,2.3491,85.28,0.0,7.0,5.0,3.0
CHEMBL73151,2.73,CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,340.4710000000001,2.931700000000001,51.370000000000005,2.0,2.0,3.0,2.0
CHEMBL607,1.4,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,247.338,2.2131,29.54,0.0,3.0,3.0,1.0
CHEMBL2164850,3.44,O=C(NC1=CC(=CNC1=O)c2ccncc2)[C@H](Cc3ccccc3)NC4(CC4)c5ccccn5,451.53000000000014,3.6606000000000023,99.77,3.0,5.0,8.0,4.0
CHEMBL456985,2.23,CNC(=O)C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cc4,429.88700000000017,3.9025000000000016,107.62,4.0,6.0,8.0,3.0
CHEMBL1224140,2.08,Cc1cc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)cc(c1)C(=O)N,350.4620000000001,3.6683200000000014,55.56,1.0,3.0,5.0,2.0
CHEMBL69863,2.11,Oc1cc(O)cc(\C=C\c2ccc(O)c(O)c2)c1,244.24599999999998,2.679400000000001,80.92,4.0,4.0,2.0,2.0
CHEMBL2153179,2.49,CCCSc1ncccc1C(=O)N(C)[C@@H]2[C@@H]3CC4C[C@H]2C[C@@](O)(C4)C3,360.5230000000002,3.5953000000000026,53.43000000000001,1.0,4.0,5.0,1.0
CHEMBL1241590,0.44,CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,358.2180000000001,1.3815,83.47,2.0,4.0,6.0,1.0
CHEMBL2335876,2.78,COCCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1C,413.4810000000001,4.120020000000002,89.03,2.0,6.0,7.0,4.0
CHEMBL2163583,2.99,Cc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,404.51400000000024,3.339800000000002,88.99000000000001,2.0,3.0,3.0,2.0
CHEMBL533154,1.39,Cc1cc(N)c2cc(NC(=O)CCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,428.49600000000015,3.921640000000002,136.01999999999998,4.0,6.0,5.0,4.0
CHEMBL211631,0.49,COc1cccc2c(ccnc12)c3c(C)n(CC(=O)O)c4ccc(C)cc34,360.41300000000007,4.566540000000003,64.35000000000001,1.0,4.0,4.0,4.0
CHEMBL1535,0.77,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,335.8790000000001,3.783000000000002,48.39,2.0,4.0,9.0,2.0
CHEMBL468297,3.15,C1CC1Nc2ccc3nnc(c4ccccc4)n3n2,251.293,2.3655999999999997,55.11,1.0,5.0,3.0,3.0
CHEMBL2325732,2.4,CC(=O)NCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,455.95000000000005,1.902600000000001,129.03,4.0,6.0,6.0,3.0
CHEMBL1809191,2.82,CC(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc5ccccn45)cc2,413.4850000000002,3.203400000000001,78.66,1.0,7.0,4.0,4.0
CHEMBL2207660,3.66,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2)c1Cl,495.3290000000002,3.6778200000000014,90.48,3.0,5.0,7.0,2.0
CHEMBL2035034,1.7,NC1(CCC1)c2ccc(cc2)c3c(ncc4nccn34)c5ccccc5,340.43000000000006,4.401200000000003,56.209999999999994,1.0,4.0,3.0,4.0
CHEMBL460,1.54,CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12,276.37999999999994,1.96282,45.33,1.0,3.0,3.0,1.0
CHEMBL2035031,1.7,NC1(CCC1)c2ccc(cc2)c3ncc4cccnc4c3c5ccccc5,351.4530000000001,5.301700000000004,51.8,1.0,3.0,3.0,4.0
CHEMBL2362258,1.31,ON=Cc1oc(cc1)[N+](=O)[O-],156.09699999999998,0.9959,88.87,1.0,5.0,2.0,1.0
CHEMBL71917,3.5,CC(C)OC(=O)C1=CN(Cc2c(F)cccc2F)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)C(C)C)cc5,657.7830000000002,7.848200000000008,80.64,1.0,7.0,11.0,5.0
CHEMBL1458496,2.98,Clc1cccc(C(=O)N2CCN(CC2)c3ccccn3)c1Cl,336.222,3.350800000000002,36.440000000000005,0.0,3.0,2.0,2.0
CHEMBL2062581,2.65,CC(=O)Nc1ccc2[nH]cc(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1,371.4040000000001,3.281980000000001,110.89999999999999,3.0,6.0,4.0,4.0
CHEMBL1541257,2.33,C1Cc2ncc(c3ccc4OCCOc4c3)n2C1,242.27799999999993,2.2675,36.28,0.0,4.0,1.0,2.0
CHEMBL505521,1.85,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4occc4,322.39300000000003,3.5778000000000016,62.78,1.0,6.0,2.0,3.0
CHEMBL1955881,3.3,Oc1c(C#N)c(nc2ccncc12)c3ccc(cc3)c4ccccc4C(F)(F)F,391.3520000000001,5.559880000000004,69.8,1.0,4.0,2.0,4.0
CHEMBL369684,1.26,C[Si](C)(C)C#Cc1cn(C[C@H]2CN(C(=O)O2)c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)nn1,488.6170000000002,2.873400000000001,94.39,0.0,7.0,4.0,2.0
CHEMBL2335912,3.46,C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(cc(C)c3n2)c4ccncc4)cc1,397.4820000000001,4.940920000000004,79.8,2.0,5.0,5.0,4.0
CHEMBL2177155,3.25,CN1CCN(CC1)S(=O)(=O)c2ccc(c3cnc(N)c(n3)C(=O)Nc4cccnc4)c(c2)C(F)(F)F,521.5250000000002,2.3280000000000003,134.41000000000003,2.0,8.0,5.0,3.0
CHEMBL1916082,0.79,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,426.5420000000002,3.8999200000000025,93.09,2.0,5.0,8.0,3.0
CHEMBL1605684,3.2,CC(=O)C1=CN(Cc2ccccc2)C(=O)N(Cc3ccc(F)cc3)C1=O,352.36500000000007,2.4483000000000006,61.07,0.0,5.0,5.0,3.0
CHEMBL2178371,1.3,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)C34CCC(CC3)(CC4)C(=O)O,379.46000000000026,3.535940000000002,106.17,2.0,4.0,4.0,2.0
CHEMBL1458025,2.7,Cc1sc2ncnc(SCC(=O)N3CCN(CC3)C(=O)c4occc4)c2c1C,416.5280000000002,2.9778400000000014,79.54,0.0,7.0,4.0,3.0
CHEMBL2171027,0.66,OC(=O)CCCS(=O)(=O)c1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,583.5340000000004,4.779900000000005,104.21999999999998,1.0,6.0,9.0,2.0
CHEMBL100391,2.25,CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,413.90900000000005,3.9185000000000016,82.54,3.0,7.0,9.0,3.0
CHEMBL284954,2.79,CCOC(=O)[C@H](Cc1ccc(cc1)[N+](=O)[O-])NC(=O)c2ccccc2,342.35100000000006,2.4990000000000006,98.53999999999999,1.0,5.0,7.0,2.0
CHEMBL92484,1.57,CCc1cccc(c1)N(C)C(=N)Nc2cccc3ccccc23,303.40900000000005,4.885270000000003,39.120000000000005,2.0,1.0,3.0,3.0
CHEMBL264026,2.0,CC[S+]([O-])c1ncccc1C2(O)CCN(CC34CC(c5ccccc35)c6ccccc46)CC2,458.62700000000024,4.327800000000004,59.42000000000001,1.0,4.0,5.0,3.0
CHEMBL1499,1.4,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,360.45000000000016,1.9898,91.66999999999999,2.0,5.0,2.0,0.0
CHEMBL393501,3.8,CN1C(=O)C=C(CCc2cccc(c2)c3ccccc3)N=C1N,305.3810000000001,2.8147,60.91,1.0,4.0,4.0,3.0
CHEMBL1222443,2.07,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4occc4,265.272,2.744220000000001,63.3,1.0,4.0,1.0,4.0
CHEMBL2335904,3.2,C[C@@H](NC1=CC(=O)CC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,421.50400000000013,5.332800000000004,79.8,2.0,6.0,6.0,4.0
CHEMBL2153173,3.24,CCCSc1ncccc1C(=O)NC2CCCCC2,278.42100000000005,3.646200000000002,41.99,1.0,3.0,5.0,1.0
CHEMBL1916283,1.2,C[C@@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C,454.5960000000002,4.454340000000004,93.09,2.0,5.0,6.0,3.0
CHEMBL184271,3.19,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN6CCOCC6,599.6920000000001,3.8853200000000028,123.20000000000002,2.0,11.0,10.0,4.0
CHEMBL2164744,0.77,COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1,467.5260000000003,0.7963000000000009,110.97000000000001,2.0,10.0,7.0,3.0
CHEMBL1940279,3.88,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccnc6ccccc56)cc3,503.6020000000002,4.765300000000004,74.69,2.0,5.0,5.0,4.0
CHEMBL631,1.72,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,341.4510000000001,3.2414000000000023,58.559999999999995,2.0,4.0,11.0,2.0
CHEMBL1303766,-0.2,CCN(CC)c1ccc2C=C(C(=O)O)C(=O)Oc2c1,261.27699999999993,2.3373999999999997,70.75,1.0,4.0,4.0,2.0
CHEMBL2036782,2.21,CC(C)N1CCN[C@H](C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,428.36400000000003,2.351700000000001,67.92,2.0,4.0,3.0,1.0
CHEMBL20210,2.8,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c2cc(C)on2)C(C)C)Cc3ccc(F)cc3,598.6720000000004,2.8249200000000014,156.7,3.0,8.0,15.0,2.0
CHEMBL2336331,3.75,C[C@@H]1CN(C[C@H](C)O1)c2nc(N3CCOC[C@@H]3C)c4ccc(nc4n2)c5ccccc5,419.52900000000005,3.5305000000000026,63.61,0.0,7.0,3.0,3.0
CHEMBL277474,0.11,CN1N(C(=O)C=C1C)c2ccccc2,188.23000000000002,1.4844199999999999,26.93,0.0,3.0,1.0,2.0
